surfaces		corrmask 7 observers						27	3								differs	
horizons	2442413.5	4	geo	ICRF	equator	1	69.2	254.0273872502/-22.8356676371	254.0273873693/-22.8356676545	254.0273872500/-22.8356676370	Horizons geo-mars q1	4.001e-04	7.077e-07	4.008e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2442413.5	5	geo	ICRF	equator	1	69.2	345.3982915996/-7.5012866134	345.3982916091/-7.5012865321	345.3982916000/-7.5012866130	Horizons geo-jupiter q1	2.946e-04	2.145e-06	2.929e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2442413.5	6	geo	ICRF	equator	1	69.2	107.5334484911/22.0603192823	107.5334484420/22.0603192996	107.5334484910/22.0603192820	Horizons geo-saturn q1	1.752e-04	1.198e-06	1.754e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2442413.5	7	geo	ICRF	equator	1	69.2	210.2290439220/-11.7454542521	210.2290438664/-11.7454541997	210.2290439220/-11.7454542520	Horizons geo-uranus q1	2.721e-04	3.877e-07	2.718e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2442413.5	8	geo	ICRF	equator	1	69.2	249.4263468319/-20.5584139645	249.4263467838/-20.5584139833	249.4263468320/-20.5584139650	Horizons geo-neptune q1	1.758e-04	1.724e-06	1.753e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2442413.5	9	geo	ICRF	equator	1	69.2	195.4386820805/11.6146602906	195.4386820800/11.6146601996	195.4386820800/11.6146602910	Horizons geo-pluto q1	3.277e-04	2.248e-06	3.291e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2451545	10	geo	ICRF	equator	1	69.2	281.2881636184/-23.0333100397	281.2881637724/-23.0333100772	281.2881636190/-23.0333100400	Horizons geo-sun q1	5.278e-04	2.194e-06	5.257e-04	ours 0.0001 theirs 0.002103	2	agree	
horizons	2451545	301	geo	ICRF	equator	1	69.2	222.4503094281/-10.9006363090	222.4503098391/-10.9006363301	222.4503095220/-10.9006363390	Horizons geo-moon q1	0.00145475879	3.490e-04	0.00112139065	ours 0.03 theirs 0.030000	2	agree	
horizons	2451545	199	geo	ICRF	equator	1	69.2	272.0839463375/-24.4203251031	272.0839464701/-24.4203251291	272.0839463380/-24.4203251030	Horizons geo-mercury q1	4.446e-04	1.694e-06	4.431e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2451545	299	geo	ICRF	equator	1	69.2	239.9002593994/-18.4516537888	239.9002595083/-18.4516538623	239.9002593990/-18.4516537890	Horizons geo-venus q1	4.565e-04	1.393e-06	4.571e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2451545	4	geo	ICRF	equator	1	69.2	330.5240491167/-13.1807076125	330.5240491520/-13.1807076753	330.5240491170/-13.1807076120	Horizons geo-mars q1	2.577e-04	2.052e-06	2.587e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2451545	5	geo	ICRF	equator	1	69.2	23.8698068080/8.5958860501	23.8698068027/8.5958860956	23.8698068080/8.5958860500	Horizons geo-jupiter q1	1.647e-04	4.342e-07	1.652e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2451545	6	geo	ICRF	equator	1	69.2	38.7660275023/12.6162796745	38.7660277231/12.6162796733	38.7660275020/12.6162796750	Horizons geo-saturn q1	7.757e-04	2.084e-06	7.769e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2451545	7	geo	ICRF	equator	1	69.2	317.4837833178/-17.0188506310	317.4837833121/-17.0188506349	317.4837833180/-17.0188506310	Horizons geo-uranus q1	2.399e-05	6.621e-07	2.453e-05	ours 0.0001 theirs 0.002000	2	agree	
horizons	2451545	8	geo	ICRF	equator	1	69.2	305.4426235547/-19.2124379496	305.4426235200/-19.2124379575	305.4426235550/-19.2124379500	Horizons geo-neptune q1	1.213e-04	1.871e-06	1.219e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2451545	9	geo	ICRF	equator	1	69.2	251.4280898775/-11.3964376219	251.4280898333/-11.3964375293	251.4280898780/-11.3964376220	Horizons geo-pluto q1	3.682e-04	1.711e-06	3.691e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2459001.5	10	geo	ICRF	equator	1	69.2	69.1050241155/22.0475338260	69.1050239885/22.0475337094	69.1050241150/22.0475338260	Horizons geo-sun q1	5.965e-04	1.553e-06	5.954e-04	ours 0.0001 theirs 0.002040	2	agree	
horizons	2459001.5	301	geo	ICRF	equator	1	69.2	186.9679712229/2.6717853647	186.9679716147/2.6717851527	186.9679715010/2.6717852420	Horizons geo-moon q1	0.00160239597	0.00109336217	5.200e-04	ours 0.03 theirs 0.030000	2	agree	
horizons	2459001.5	199	geo	ICRF	equator	1	69.2	94.2508649164/25.3465159427	94.2508650366/25.3465158494	94.2508649160/25.3465159430	Horizons geo-mercury q1	5.156e-04	1.585e-06	5.172e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2459001.5	299	geo	ICRF	equator	1	69.2	73.6156082991/23.7174673104	73.6156080230/23.7174668065	73.6156082990/23.7174673110	Horizons geo-venus q1	0.00202967554	2.039e-06	0.00203123525	ours 0.0001 theirs 0.003569	2	agree	
horizons	2459001.5	4	geo	ICRF	equator	1	69.2	344.7079423108/-9.0959416190	344.7079421705/-9.0959414678	344.7079423110/-9.0959416190	Horizons geo-mars q1	7.381e-04	6.887e-07	7.385e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2459001.5	5	geo	ICRF	equator	1	69.2	298.5432521122/-21.0637868870	298.5432520243/-21.0637868711	298.5432521120/-21.0637868870	Horizons geo-jupiter q1	3.007e-04	6.762e-07	3.000e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2459001.5	6	geo	ICRF	equator	1	69.2	303.5947738597/-20.0114793127	303.5947739376/-20.0114792067	303.5947738600/-20.0114793130	Horizons geo-saturn q1	4.637e-04	1.579e-06	4.640e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2459001.5	7	geo	ICRF	equator	1	69.2	36.0599408951/13.8426675474	36.0599408639/13.8426675270	36.0599408950/13.8426675470	Horizons geo-uranus q1	1.316e-04	1.608e-06	1.304e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2459001.5	8	geo	ICRF	equator	1	69.2	351.7319428332/-4.7170168765	351.7319428689/-4.7170167902	351.7319428330/-4.7170168770	Horizons geo-neptune q1	3.359e-04	1.937e-06	3.378e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2459001.5	9	geo	ICRF	equator	1	69.2	296.4928180705/-22.1439520169	296.4928181034/-22.1439520191	296.4928180710/-22.1439520170	Horizons geo-pluto q1	1.100e-04	1.640e-06	1.084e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2461299.5	10	geo	ICRF	equator	1	69.2	173.3793579485/2.8613552638	173.3793578775/2.8613552862	173.3793579480/2.8613552640	Horizons geo-sun q1	2.678e-04	1.895e-06	2.659e-04	ours 0.0001 theirs 0.002057	2	agree	
horizons	2461299.5	301	geo	ICRF	equator	1	69.2	227.2276496036/-23.0318763211	227.2276499233/-23.0318764194	227.2276499350/-23.0318764120	Horizons geo-moon q1	0.0011165375	0.00114565514	4.711e-05	ours 0.03 theirs 0.030000	2	agree	
horizons	2461299.5	199	geo	ICRF	equator	1	69.2	187.7314345399/-3.2047353241	187.7314345651/-3.2047353100	187.7314345390/-3.2047353240	Horizons geo-mercury q1	1.039e-04	3.122e-06	1.064e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2461299.5	299	geo	ICRF	equator	1	69.2	208.9056285968/-17.5310162890	208.9056290588/-17.5310164667	208.9056285970/-17.5310162890	Horizons geo-venus q1	0.00171010288	8.027e-07	0.00170940598	ours 0.0001 theirs 0.002332	2	agree	
horizons	2461299.5	4	geo	ICRF	equator	1	69.2	114.2853426425/22.3374646600	114.2853425012/22.3374647525	114.2853426420/22.3374646600	Horizons geo-mars q1	5.765e-04	1.620e-06	5.751e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2461299.5	5	geo	ICRF	equator	1	69.2	139.0214394487/16.4567000563	139.0214394591/16.4567001118	139.0214394490/16.4567000560	Horizons geo-jupiter q1	2.030e-04	1.463e-06	2.039e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2461299.5	6	geo	ICRF	equator	1	69.2	12.3930188949/2.3933731811	12.3930189119/2.3933732188	12.3930188950/2.3933731810	Horizons geo-saturn q1	1.490e-04	5.337e-07	1.491e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2461299.5	7	geo	ICRF	equator	1	69.2	63.4131465600/21.0319607777	63.4131466114/21.0319607511	63.4131465600/21.0319607780	Horizons geo-uranus q1	1.975e-04	1.136e-06	1.979e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2461299.5	8	geo	ICRF	equator	1	69.2	3.2199843025/-0.1505613419	3.2199842854/-0.1505613656	3.2199843020/-0.1505613420	Horizons geo-neptune q1	1.049e-04	1.676e-06	1.037e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2461299.5	9	geo	ICRF	equator	1	69.2	306.2579497241/-23.6899611388	306.2579497781/-23.6899611087	306.2579497240/-23.6899611390	Horizons geo-pluto q1	2.082e-04	7.082e-07	2.089e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2469807.5	10	geo	ICRF	equator	1	69.2	280.9331121185/-23.0522408135	280.9331121107/-23.0522408041	280.9331121180/-23.0522408140	Horizons geo-sun q1	4.268e-05	2.435e-06	4.309e-05	ours 0.0001 theirs 0.002103	2	agree	
horizons	2469807.5	301	geo	ICRF	equator	1	69.2	15.2518352605/10.1769763529	15.2518359168/10.1769766021	15.2518358980/10.1769765660	Horizons geo-moon q1	0.00249241361	0.0023856343	1.460e-04	ours 0.03 theirs 0.030000	2	agree	
horizons	2469807.5	199	geo	ICRF	equator	1	69.2	269.3221022113/-20.2955203155	269.3221021613/-20.2955202507	269.3221022110/-20.2955203160	Horizons geo-mercury q1	2.880e-04	1.943e-06	2.887e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2469807.5	299	geo	ICRF	equator	1	69.2	281.5264938534/-23.6178408041	281.5264938932/-23.6178408315	281.5264938530/-23.6178408040	Horizons geo-venus q1	1.643e-04	1.335e-06	1.655e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2469807.5	4	geo	ICRF	equator	1	69.2	224.7789180726/-16.1708812207	224.7789181412/-16.1708812346	224.7789180730/-16.1708812210	Horizons geo-mars q1	2.425e-04	1.799e-06	2.409e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2469807.5	5	geo	ICRF	equator	1	69.2	123.3089156082/20.3809879770	123.3089155900/20.3809879744	123.3089156080/20.3809879770	Horizons geo-jupiter q1	6.215e-05	7.879e-07	6.141e-05	ours 0.0001 theirs 0.002000	2	agree	
horizons	2469807.5	6	geo	ICRF	equator	1	69.2	298.9573570803/-20.9760837726	298.9573570606/-20.9760836834	298.9573570800/-20.9760837730	Horizons geo-saturn q1	3.279e-04	1.682e-06	3.291e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2469807.5	7	geo	ICRF	equator	1	69.2	171.1458159330/4.6729181091	171.1458158829/4.6729180700	171.1458159330/4.6729181090	Horizons geo-uranus q1	2.285e-04	4.043e-07	2.282e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2469807.5	8	geo	ICRF	equator	1	69.2	50.9645850366/16.7852724386	50.9645849932/16.7852724076	50.9645850370/16.7852724390	Horizons geo-neptune q1	1.865e-04	2.167e-06	1.886e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2469807.5	9	geo	ICRF	equator	1	69.2	343.5528365770/-20.7441992087	343.5528365520/-20.7441991987	343.5528365770/-20.7441992090	Horizons geo-pluto q1	9.173e-05	1.248e-06	9.214e-05	ours 0.0001 theirs 0.002000	2	agree	
horizons	2488069.5	10	geo	ICRF	equator	1	69.2	280.0223742525/-23.1066831343	280.0223742615/-23.1066830968	280.0223742520/-23.1066831340	Horizons geo-sun q1	1.382e-04	1.909e-06	1.375e-04	ours 0.0001 theirs 0.002103	2	agree	
horizons	2488069.5	301	geo	ICRF	equator	1	69.2	158.1868659718/10.3231748949	158.1868671096/10.3231742809	158.1868674310/10.3231741790	Horizons geo-moon q1	0.00459612927	0.00577493638	0.00119592847	ours 0.03 theirs 0.030000	2	agree	
horizons	2488069.5	199	geo	ICRF	equator	1	69.2	288.2969036520/-24.4908279033	288.2969036879/-24.4908278713	288.2969036510/-24.4908279030	Horizons geo-mercury q1	1.647e-04	3.544e-06	1.664e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2488069.5	299	geo	ICRF	equator	1	69.2	321.7031237299/-16.9812367826	321.7031235964/-16.9812368415	321.7031237290/-16.9812367830	Horizons geo-venus q1	5.063e-04	3.572e-06	5.027e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2488069.5	4	geo	ICRF	equator	1	69.2	25.7792864893/11.6896024395	25.7792865727/11.6896024926	25.7792864890/11.6896024390	Horizons geo-mars q1	3.510e-04	2.070e-06	3.527e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2488069.5	5	geo	ICRF	equator	1	69.2	198.7748807568/-6.5595073278	198.7748808330/-6.5595074018	198.7748807570/-6.5595073280	Horizons geo-jupiter q1	3.810e-04	1.119e-06	3.799e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2488069.5	6	geo	ICRF	equator	1	69.2	203.3402199815/-7.1372911483	203.3402198567/-7.1372910849	203.3402199820/-7.1372911480	Horizons geo-saturn q1	5.009e-04	2.059e-06	5.018e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2488069.5	7	geo	ICRF	equator	1	69.2	15.3023674870/5.8406185039	15.3023674714/5.8406184529	15.3023674870/5.8406185040	Horizons geo-uranus q1	1.919e-04	4.971e-07	1.924e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2488069.5	8	geo	ICRF	equator	1	69.2	167.3883288792/6.4515190678	167.3883289157/6.4515190070	167.3883288790/6.4515190680	Horizons geo-neptune q1	2.548e-04	9.868e-07	2.557e-04	ours 0.0001 theirs 0.002000	2	agree	
horizons	2488069.5	9	geo	ICRF	equator	1	69.2	34.7026270647/-4.0796117227	34.7026270011/-4.0796117141	34.7026270650/-4.0796117230	Horizons geo-pluto q1	2.304e-04	1.591e-06	2.317e-04	ours 0.0001 theirs 0.002000	2	agree	
hamburg	2415020	cupido	helio	J2000	ecliptic	0	69.2	106.5539026797/-0.4401322542	106.5539027575/-0.4401324027			6.034e-04			0.002	2	agree	dist ours 41.179487377 theirs 41.179487377
hamburg	2415020	hades	helio	J2000	ecliptic	0	69.2	338.6909808050/0.0702803755	338.6909808826/0.0702804350			3.520e-04			0.002	2	agree	dist ours 50.557546454 theirs 50.557546454
hamburg	2415020	zeus	helio	J2000	ecliptic	0	69.2	105.5990346577/0.0122384849	105.5990347352/0.0122383358			6.050e-04			0.002	2	agree	dist ours 59.283041013 theirs 59.283041013
hamburg	2415020	kronos	helio	J2000	ecliptic	0	69.2	19.3623049378/0.0053652397	19.3623050153/0.0053651923			3.269e-04			0.002	2	agree	dist ours 65.010993869 theirs 65.010993869
hamburg	2415020	apollon	helio	J2000	ecliptic	0	69.2	139.4498815013/0.0076172833	139.4498815787/0.0076171804			4.636e-04			0.002	2	agree	dist ours 70.299490000 theirs 70.299490000
hamburg	2415020	admetos	helio	J2000	ecliptic	0	69.2	352.7315808576/-0.0005433662	352.7315809351/-0.0005433430			2.912e-04			0.002	2	agree	dist ours 73.627650000 theirs 73.627650000
hamburg	2415020	vulcanus	helio	J2000	ecliptic	0	69.2	57.2948801809/0.0115544754	57.2948802584/0.0115543481			5.366e-04			0.002	2	agree	dist ours 77.255680000 theirs 77.255680000
hamburg	2415020	poseidon	helio	J2000	ecliptic	0	69.2	166.9128810061/0.0018639165	166.9128810835/0.0018638780			3.115e-04			0.002	2	agree	dist ours 83.669070000 theirs 83.669070000
hamburg	2451545	cupido	helio	J2000	ecliptic	0	69.2	243.0869162345/0.9933284952	243.0869163105/0.9933286306			5.589e-04			0.002	2	agree	dist ours 40.902232863 theirs 40.902232863
hamburg	2451545	hades	helio	J2000	ecliptic	0	69.2	78.5992662280/-1.0315177321	78.5992663047/-1.0315178821			6.064e-04			0.002	2	agree	dist ours 50.743141041 theirs 50.743141041
hamburg	2451545	zeus	helio	J2000	ecliptic	0	69.2	184.4449815954/-0.0021179688	184.4449816727/-0.0021179607			2.800e-04			0.002	2	agree	dist ours 59.245435610 theirs 59.245435610
hamburg	2451545	kronos	helio	J2000	ecliptic	0	69.2	87.9863166773/0.0130481401	87.9863167547/0.0130479865			6.190e-04			0.002	2	agree	dist ours 64.922077248 theirs 64.922077248
hamburg	2451545	apollon	helio	J2000	ecliptic	0	69.2	200.5252404175/-0.0056058970	200.5252404949/-0.0056058467			3.323e-04			0.002	2	agree	dist ours 70.299490000 theirs 70.299490000
hamburg	2451545	admetos	helio	J2000	ecliptic	0	69.2	49.7129504869/0.0106489648	49.7129505643/0.0106488500			4.985e-04			0.002	2	agree	dist ours 73.627650000 theirs 73.627650000
hamburg	2451545	vulcanus	helio	J2000	ecliptic	0	69.2	110.3098695883/0.0118216709	110.3098696656/0.0118215253			5.934e-04			0.002	2	agree	dist ours 77.255680000 theirs 77.255680000
hamburg	2451545	poseidon	helio	J2000	ecliptic	0	69.2	213.9506675802/-0.0081925818	213.9506676577/-0.0081924991			4.078e-04			0.002	2	agree	dist ours 83.669070000 theirs 83.669070000
hamburg	2488070	cupido	helio	J2000	ecliptic	0	69.2	21.1839574650/-1.0119486320	21.1839575395/-1.0119486840			3.270e-04			0.002	2	agree	dist ours 40.960017839 theirs 40.960017839
hamburg	2488070	hades	helio	J2000	ecliptic	0	69.2	177.9837815855/0.2756150117	177.9837816620/0.2756150024			2.772e-04			0.002	2	agree	dist ours 50.751816047 theirs 50.751816047
hamburg	2488070	zeus	helio	J2000	ecliptic	0	69.2	263.4908760430/-0.0130592889	263.4908761203/-0.0130591365			6.149e-04			0.002	2	agree	dist ours 59.157542873 theirs 59.157542873
hamburg	2488070	kronos	helio	J2000	ecliptic	0	69.2	156.9884850796/0.0040646454	156.9884851568/0.0040645818			3.603e-04			0.002	2	agree	dist ours 64.698335125 theirs 64.698335125
hamburg	2488070	apollon	helio	J2000	ecliptic	0	69.2	261.6006011027/-0.0130399666	261.6006011800/-0.0130398150			6.125e-04			0.002	2	agree	dist ours 70.299490000 theirs 70.299490000
hamburg	2488070	admetos	helio	J2000	ecliptic	0	69.2	106.6943220943/0.0121488572	106.6943221715/0.0121487088			6.023e-04			0.002	2	agree	dist ours 73.627650000 theirs 73.627650000
hamburg	2488070	vulcanus	helio	J2000	ecliptic	0	69.2	163.3248575313/0.0026695028	163.3248576086/0.0026694550			3.272e-04			0.002	2	agree	dist ours 77.255680000 theirs 77.255680000
hamburg	2488070	poseidon	helio	J2000	ecliptic	0	69.2	260.9884557130/-0.0130306657	260.9884557903/-0.0130305144			6.116e-04			0.002	2	agree	dist ours 83.669070000 theirs 83.669070000
same-helio	2378496.5	199	helio	ICRF	equator	0	69.2	134.6032629070/24.3849147270	134.6032628723/24.3849146648			2.509e-04			0.00292520629	2	agree	DE440 against Swiss .se1 (DE441 refit)
same-helio	2378496.5	299	helio	ICRF	equator	0	69.2	152.2474677775/14.8598428143	152.2474677867/14.8598428371			8.787e-05			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)
same-helio	2378496.5	399	helio	ICRF	equator	0	69.2	104.3749406869/22.8063780084	104.3749406340/22.8063780305			1.930e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)
same-helio	2378496.5	4	helio	ICRF	equator	0	69.2	222.9232321116/-16.2861687809	222.9232321223/-16.2861687726			4.764e-05			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)
same-helio	2378496.5	5	helio	ICRF	equator	0	69.2	90.3583951479/23.2179518098	90.3583950027/23.2179518423			4.943e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)
same-helio	2378496.5	6	helio	ICRF	equator	0	69.2	131.2479706901/18.6950981358	131.2479707931/18.6950982255			4.771e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)
same-helio	2378496.5	7	helio	ICRF	equator	0	69.2	177.4791603189/1.9182228958	177.4791603380/1.9182229815			3.160e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)
same-helio	2378496.5	8	helio	ICRF	equator	0	69.2	225.9679001827/-15.4816682992	225.9679001110/-15.4816682721			2.673e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)
same-helio	2378496.5	9	helio	ICRF	equator	0	69.2	341.9268882105/-20.9638959256	341.9268882341/-20.9638960259			3.697e-04			0.002	2	agree	DE440 against Swiss .se1 (DE441 refit)
same-helio	2415020.5	199	helio	ICRF	equator	0	69.2	202.2066861667/-6.0244677969	202.2066862369/-6.0244677852			2.547e-04			0.00229396371	2	agree	DE440 against Swiss .se1 (DE441 refit)
